,companyId,companyName,companyRating,companyEmployees,companyLocation,companyDescription,companyType
171,company_172,Zipmex,4.2,201 to 500 employees,Jakarta,"Imagine a world where your people love their jobs. That's the world we're building at Glint. Most organizations want to create a work environment that helps their employees succeed, but they struggle to translate employee feedback into timely, effective action. At Glint, we recognized that a new approach was needed — one that truly helped leaders respond. Everything we do is designed to help people-driven organizations increase employee engagement, develop their people, and improve results. Glint is now part of LinkedIn. For more information, visit www.glintinc.com.",Information Technology
172,company_173,WaveMaker,4.1,201 to 500 employees,Jakarta,"Founded in Sydney, Australia during May 2014 Shippit launched in February 2015. From humble beginnings working with a handful of fashion and homeware boutiques in Sydney’s famous Surry Hills, Shippit now powers delivery for hundreds of retailers across Australia sending thousands of deliveries every single month. Our software is trusted by retailers of all sizes and formats.",Information Technology
173,company_174,Naver,4.2,1 to 50 employees,Jakarta,"Rate began as a desktop extension (""RateX"") back in 2016, but has thus extended its product platform to mobile (""RateS"") and a blockchain network (""Rate3"") - to bridge enterprises to the blockchain through asset tokenization and cross-chain identities. Enterprises can utilize the Rate3 Tokenization Protocol to tokenize assets across both the Stellar and Ethereum networks. The Rate3 Identity Protocol provides a open and shared identity framework for entities on both Stellar and Ethereum to tap on, so information can be shared readily and easily. With its decentralised infrastructure, the Rate3 dual protocol provides a legally compliant, interopable and scalable way to create and connect a tokenized world.",Information Technology
174,company_175,AVANA (Malaysia),4.0,1 to 50 employees,Jakarta,"Rainforest QA is changing the way QA is done in an era of continuous delivery. Our on-demand QA solution improves the customer experience by enabling development teams to discover significantly more problems before code hits production. Hundreds of companies including Adobe, Oracle, and Solarwinds use Rainforest to automate their QA testing process and easily integrate it with their development workflow via a simple API. Headquartered in San Francisco, Rainforest is a 2012 Y Combinator graduate funded by Bessemer Venture Partners and SVB Capital among others.",Information Technology
175,company_176,Preply,4.0,501 to 1000 employees,Jakarta,"Wowrack operates in the field of Information Technology and Services, including Cloud, Datacenter/Colocation, Managed Services, System Integrator, Security, Data Backup, Bandwidth Delivery, and Internet Service Provider (ISP). Our deep experience is rooted in collaboration with global entities across industries. With locations in Surabaya and Jakarta, we serve the entire Asia Pacific, focusing on achieving partner success by offering various superior solutions.",Information Technology
176,company_177,Business Intelligence Associates,4.0,51 to 200 employees,Jakarta,impress.ai is the leading AI-powered recruitment automation platform in South-east Asia that allows enterprise recruiters to streamline their application process and hire the best candidates faster while giving an unparalleled candidate experience. We count among our clients leading private and public sector enterprises and conglomerates in the region and around the world.,Information Technology
177,company_178,LotusFlare,4.4,201 to 500 employees,Jakarta,"Galaxy i Technologies, Inc is a global consulting and IT services company that is known for its commitment to client satisfaction. Galaxy i Technologies is an information technology firm offering IT Consulting, Staff Augmentation, Software Development &amp; Training and E-commerce Development. We help our Clients to implement these solutions through a variety of skilled consulting services like Application management, Implementation and Infrastructure management. Galaxy i Technologies has a pool of highly skilled professionals who work through the life cycle of challenging and exciting projects, including System Analysis, Designing, Development, Implementation, Maintenance, Enhancements and Test Support to our Fortune 500 Corporations.",Information Technology
178,company_179,Hansen Technologies,4.0,1001 to 5000 employees,Jakarta,Senja offers fast and affordable IT Services and bespoke Web- and App-Development. Our highly agile team will turn your vision into reality in budget and time.,Information Technology
179,company_180,Dazeworks,4.3,51 to 200 employees,Jakarta,"Knowledge Support Systems (KSS) offers revenue management and pricing software applications for companies in the retail convenience, grocery store, retail fuels, and wholesale petroleum industries. The company's products include PriceNet and RackPrice. KSS also provides services, such as pricing strategy and analysis, category pricing review, pricing diagnostics, training, and support. Customers include Brookshire Brothers, ConocoPhillips, Miller Oil Company, and Un Mondo Di Energie. KSS is backed by Eurovestech. In 2007 the company split its retail and fuel-related businesses, creating a company for the retail operations, KSS Retail, which was later acquired by Dunnhumby Ltd.",Information Technology
180,company_181,IT.com,4.1,1 to 50 employees,Jakarta,"With a little help from Big Bird and Pooh, The First Years sees babies through plenty of ""firsts."" It manufactures bathing, childproofing, diapering, feeding, playing, sleeping, and transporting products for newborns up to 3-year-olds. Products, such as bottles, crib toys, teething rings, toilet trainers, and medicine dispensers, are available in nearly 50 countries and sold under its own label, as well as the ""Winnie the Pooh"" (licensed from The Walt Disney Company) and ""Sesame Street"" (from the Sesame Workshop) names. Products are sold at toy, mass merchandising, drug, and grocery store chains, as well as specialty and online retailers. Infant products and toy maker RC2 acquired The First Years in September 2004.",Information Technology
181,company_182,PRI Global,4.1,51 to 200 employees,Jakarta,"CTI is a high-tech software, systems engineering, and operational support corporation dedicated to providing top-quality engineering, system development, and support. We provide operator-focused technology solutions for military and security applications to include: electronic warfare, C4ISR, tactical &amp; unmanned systems, and training &amp; simulation. We are experts in real-time, decision support, and electronic warfare systems, sensor integration, and information management.",Information Technology
182,company_183,DBC,4.4,1001 to 5000 employees,Jakarta,About We Are Job Seekers: We Are Job Seekers is a Job Board where a Job Seeker can get all the necessary information required in order to search for a right entity in entire India. It’s not just like a job portal. It’s a Library of everything related to a Job Seeker. It is completely free for a Job Seeker to use the site. Our main areas of activity are our industry supplier directory.,Information Technology
183,company_184,Rocket Software,4.1,1001 to 5000 employees,Jakarta,"Aliz was founded by a group of driven software engineers with one vision in mind: Build a human-centered company to solve exciting business challenges with cutting-edge technologies all around the globe. Our team includes engineers, industry experts, and digital professionals who ensure our clients are ready to face the challenges of the ever-changing digital world. Aliz is a proud Google Cloud Partner with specializations in Infrastructure, Data Analytics, Cloud Migration, and Machine Learning. We deliver end-to-end cloud solutions, including infrastructure, data analytics, ML, and application development, off the shelf or custom-built on GCP using an agile, holistic approach. Life at Aliz has been really exciting lately. We won Google Cloud’s Breakthrough Partner of the Year in APAC and the Partner of the Year Award in the Alps. Our team is expanding, with a new setup in Singapore and an engineering hub in Jakarta, and we're actively supporting IT education.",Information Technology
184,company_185,Solugenix Corporation,4.1,1001 to 5000 employees,Jakarta,"ImpactFirst is an ERP software and management consulting company with the vision to grow Indonesia's economy through software. We believe that Indonesian businesses will grow through business analytics, the right execution of business strategies, and hiring the right people.",Information Technology
185,company_186,Wiz,4.6,501 to 1000 employees,Jakarta,"Spiralyze is a US-based A/B testing company. 165 people. All are full-time. 16 countries. Headquartered in Atlanta, GA. We help clients get more conversions on their website. - Prediction engine scrapes 34,000 websites to find winning A/B tests from other companies. - Full-service team does the design, dev, everything. - Performance pricing. Clients only pay if they get results. Clients include CrowdStrike, BambooHR, Angi, Tenable, Paycor, Gusto, Workday, Taboola, Deel.",Information Technology
186,company_187,Kaskus,4.2,51 to 200 employees,Jakarta,"Katalon is a modern, comprehensive quality management platform that enables quality assurance, DevOps and software teams of any size to deliver world-class customer experiences faster, easier, and more efficiently. The platform accelerates end-to-end software development by powering the authoring, execution, and insights of test automation across any app or environment, and flexibly integrates across a team’s architecture and processes.",Information Technology
187,company_188,Duolingo,4.0,501 to 1000 employees,Jakarta,"GAN Integrity is enabling global businesses to eradicate corruption by transforming the way corporations deal with compliance and regulatory risk. GAN’s completely integrated and intuitive platform is trusted by many of the world’s leading brands such as Live Nation, Rolls-Royce, and Barrick to help them better manage their compliance activities all in one place. Founded by a Danish human rights activist in 2004; today GAN is a global company with a highly diverse team spanning a wide range of both professional and cultural backgrounds - from compliance lawyers and researchers to technology experts, designers, and developers-across our offices in NYC, Copenhagen, and London. GAN’s unique setup within the compliance software industry and its extraordinary team helped GAN revolutionize the compliance space and raise venture capital from leading firms such as Apax Funds and Aquiline Capital Partners. Learn more at www.ganintegrity.com",Information Technology
188,company_189,Invoice2go,4.5,51 to 200 employees,Jakarta,"BrandBastion transforms the way brands deal with social engagement. Our proprietary technology automates the management of millions of social interactions every day, while maintaining the personal quality of one-on-one conversations. Our technology combining artificial intelligence, machine learning and human expertise runs in the background creating an open and free environment for discussions, offering blazing fast customer responses, escalations, protection from threats and real audience insights 24/7. We help brands to rise above the challenges of complex digital interactions, accurately, at scale and in real-time.",Information Technology
189,company_190,Durianpay,4.3,1 to 50 employees,Jakarta,"GST is a woman-owned minority business that helps clients stay ahead of the technology curve with a wealth of advanced IT and AV solutions. Our company is highly versatile, offering a broad array of end-to-end technology solutions and services including managed services, worldwide logistics, systems integration, deployment and supply chain, and audiovisual. With more than three decades of experience, GST’s adept team of skilled technology professionals has the expertise to handle comprehensive, 360-degree programs and services. We’re also network-centric, providing the backbone needed to create strong, reliable and secure infrastructures that scale for the future. Our highly consultative approach has made us a trusted advisor to some of the world’s top companies. GST’s global expertise, customized solutions, commitment to customer care, and responsive execution inspire confidence and serve to create successful and lasting client relationships.",Information Technology
190,company_191,PT iKonsultan Inovatama,4.2,51 to 200 employees,Jakarta,"Kris Infotech is a Singapore based technology innovations company founded by business and technology professionals with a combined experience of 90 man years. We leverage cutting edge technologies to deliver consulting and advisory services areas in the following technology stack. 1. Digital Transformation - Reinvent productivity by bringing the workplace into your employee’s pocket and enable them to collaborate on the move. 2. DevOps – Achieve operational automation by integrating existing technology investment into Continuous Integration of development, testing and deployment 3. FinTech - Embrace disruptive financial technology innovations using Blockchain and Smart Contracts. 4. Big Data &amp; Analytics -Evangelize big data, design and systematically implement data-driven strategic analytic solutions",Information Technology
191,company_192,Integra Micro Software Services (P),4.1,201 to 500 employees,Jakarta,"Privy, a subsidiary of Attentive Mobile, is the #1 reviewed app for sales in the Shopify App Store. Used by 500,000 small ecommerce brands around the world. Our mission is to provide the tools, education, and support small ecommerce brands need to grow their online stores and build thriving businesses. Privy is used in 180 countries today, helping generate $5 billion in sales. While it’s easier than ever to build an online store (thanks, Shopify!), it’s harder than ever to grow it. Specifically, most ecommerce brands have two challenges with growth: 1) Getting people to make their first purchase. 2) Getting the people who do make their first purchase to come back and buy again (and again and again). That’s why we built Privy—to give small and growing ecommerce brands a leg-up against competition that’s growing by the day. Privy Convert, Email, and Text, everything is geared to just work for ecommerce. We measure our success by our customers' success, while building a brand and company that we love. We take risks, learning every day how to get better. And we always make time for life outside of work (so much that it's one of our team's core values). Whether you're the intern or the CEO, Ben Jabbawy himself, we take pride in making everyone's voices heard and keeping Privy a collaborative and inclusive place to work.",Information Technology
192,company_193,DIGIMIND,4.0,51 to 200 employees,Jakarta,"At Zenlayer, we envision a world where connections between cloud, business and people embody the principles of Zen – simple and effortless.",Information Technology
193,company_194,Lunch Actually,4.3,51 to 200 employees,Jakarta,"Labor Solutions, an impact-focused business, leverages technology to connect, engage and educate workers to build resilient supply chains. Over a million and a half workers in 25 countries have access to Labor Solutions’ worker engagement platform, WOVO. Labor Solutions is proudly founded, owned and managed by women.",Information Technology
194,company_195,Nutech Integrasi,4.2,51 to 200 employees,Jakarta,"Our Mission is to provide manufacturers with the power to see, the power to act, and the power to control",Information Technology
195,company_196,italki,4.4,51 to 200 employees,Jakarta,"Como gives businesses the technology behind the online giants, with an end-to-end customer engagement platform inside their POS. The Como Sense platform connects with POS software to create a seamless solution with essential tools that work together: a branded mobile app, wide choice of loyalty programs, actionable business insights, and marketing automation to deliver the right incentives at the right time. Como has been pioneering cloud-based customer engagement solutions since 2005. When we began as a start-up known as Conduit, our vision and innovation led us to become Google’s chief search partner and Israel’s first billion-dollar internet company. We are now number one in global EPOS integrations, empowering more than 85 of the world’s leading EPOS companies. Our partner and client network spans North and South America and EMEA.",Information Technology
196,company_197,ToneTag,4.6,51 to 200 employees,Jakarta,"The Grivy Growth Platform captures and understands all consumer events on their path-to-purchase, and then delivers insights at scale, empowering brand teams to make decisions based on data instead of assumptions.",Information Technology
197,company_198,Metaswitch,4.3,501 to 1000 employees,Jakarta,"Founded in 2007 in Singapore, Consilium Software and our Uni™ digital customer engagement platform have helped over 1,000 companies in more than 110 countries connect their employees with customers. Our choice of cloud-based and on-premise software powers 3 billion-plus interactions each year, simplifying the management of voice, video and digital channels. Consilium conceives, develops and delivers enterprise software for unified communications (UC) and contact centers to power transformative Customer Experience Management (CEM.) Our software adds CRM integration, service automation and insight to leading collaboration technology vendors. Consilium UniCloud™, UniAgent™, UniCampaign™, UniDashboard™, UniRSM™ and UniVCX™ products enhance the performance and productivity levels of enterprise customers and service providers. Our solutions go beyond omni-channel to merge the contact center and CRM, creating fluid experiences with artificial intelligence (AI), bots and Robotic Process Automation (RPA.) Consilium is led by practitioners who have differentiated customer experiences through every major cycle of evolution for 32 continuous years. Consilium Software is incorporated in Singapore, with software development and engineering labs in India, and subsidiaries and branch offices in Malaysia (Kuala Lumpur), Taiwan (Taipei City), Indonesia (Jakarta), Thailand (Bangkok), Australia (Melbourne) and Canada (Toronto.) We encourage you to visit our website https://www.consiliuminc.com before the interview to get an overview of our company and products.",Information Technology
198,company_199,Redis,4.4,501 to 1000 employees,Jakarta,"SHIELD is the world’s leading risk intelligence company that helps global organizations such as inDrive, Alibaba, Mobile Premier League (MPL), TrueMoney, and Maya stop fraud, build trust, and drive growth. We combine AI and explainable machine-learning algorithms to help all online businesses stay ahead of new and unknown fraud. With offices in San Francisco, Miami, London, Berlin, Jakarta, Bengaluru, Beijing, and Singapore, we are rapidly achieving our mission to enable trust for the world. For more information, visit shield.com.",Information Technology
199,company_200,EDB,4.1,501 to 1000 employees,Jakarta,"You won't need a decoder ring to figure out Crypto's line of work. The company provides a variety of security products and services for information and communications systems. It offers security engineering, key management, and customized algorithms to its governmental, military, and business customers. Its sister company, InfoGuard, provides information security and training to banks and insurance companies. Crypto markets its product worldwide. The company was founded in 1952.",Information Technology
200,company_201,scandiweb,4.2,501 to 1000 employees,Jakarta,"We at Bug Hunters ensure to deliver sustainable value for our customer by providing best class testing services. We believe in challenging the status and brining innovative ideas and technologies to address our client’s QA and Testing needs. Our skilled Team is diligent in creating robust Test automation framework’s for our clients and we enable client to customise frameworks based on the application needs and requirements. We enable clients to optimise their test practices and effectively respond to dynamic makes conditions and growing demands. In addition to this we offer a range of testing services for iOS, Android and Windows 8 Apps that combine the best resources, advance technology with our proven methodologies to increase quality, reduce cost and increase ROI.",Information Technology
201,company_202,AYP Group,4.2,51 to 200 employees,Jakarta,"haku is an unparalleled technology partner that forward-thinking organizations are working with to create powerful events and surpass their goals. Through a robust all-in-one platform and modern peer-to-peer fundraising suite, world-class organizations can better plan and promote events, track progress, engage their participants, and move their events and businesses forward - all with haku’s state-of-the-art technology ecosystem and unmatched partnership. haku is trusted by organizations such as the Bank of America Chicago Marathon, Marine Corps Marathon Organization, J&A Racing, Houston Marathon, New York Road Runners, Philadelphia Eagles, RunDisney, Lexus Corporate Run, and many more.",Information Technology
202,company_203,TTT,4.0,Unknown,Jakarta,"Metrodata is a manufacturer of telecommunications and computer networking equipment. The company's products include network interface and transmission systems and signal conversion devices for LAN, fiber optic, satellite, and wireless networks. Metrodata, founded in 1989, serves customers in the communications, finance, manufacturing, publishing, and technology industries among others. The company makes sales through distributors worldwide including BT.",Information Technology
203,company_204,Venuerific,4.8,1 to 50 employees,Jakarta,"It all started in 2010, when a group of professors and students from INSEAD decided to form a product company to solve complex business problems with big data graphs. To address the lack of available technologies to analyze data graphs at the scale we needed, we built our own graph analytic technology and solution platform. Lynx inherits deep telecom domain expertise from our strategic investor: Hong Kong Telecommunications (HKT). We work with data rich clients such as communications service providers (CSP), financial services, and governments to explore new solutions to existing problems. With a diverse team of data scientists, software engineers, and business consultants we prototype, design and implement customized products in close collaboration with each client. At Lynx Analytics, we're always on the lookout for great talent! Find out more at https://www.lynxanalytics.com/join-us/.",Information Technology
204,company_205,Surya Software,4.2,1 to 50 employees,Jakarta,"Get Started is proud to have been creating digital experiences since 1999. With a portfolio that includes some of the biggest names in Australian government, retail and the corporate sector, our knowledge and understanding of the digital world is envied within the market. Our market-leading expertise, mixed with a superior client engagement model breaks the mould. Core company values ensure every project delivers a digital experience that matters - to the client, to their audience and to the Get Started team. Our clients are our priority and we seek to understand them first and foremost, from discovery, design and development through to hosting and digital marketing. Whether it’s a site refresh, going mobile, extending into ecommerce or creating a fully responsive digital experience, we will craft an approach that fits your brand and delivers to your organisational objectives. Allow Get Started to Create Digital Experiences for you.",Information Technology
205,company_206,Lister Technologies,4.1,201 to 500 employees,Jakarta,"Before Vincere, our Founder, ran a recruitment business for 16 years. He had first-hand experience in using several of the well-known platforms on the market, but was constantly frustrated by their 'clicky' design and lack of innovation. He was looking for more than just a database, he wanted a system to drive revenue and growth...So in 2012, Vincere was born. We’re not your typical tech Vendor, recruitment is in our DNA. We understand customers pain points and their business. Vincere is designed specifically for ambitious recruitment business owners looking for a tech partner that will accelerate their growth. Today, Vincere services over 500 ambitious recruiting companies across the globe, including some of the industry’s biggest names like Randstad &amp; Empresaria Group.",Information Technology
206,company_207,Teamleader,4.5,51 to 200 employees,Jakarta,"Kulkul Technology is a technology-based company which builds software and gives IT consultancy that works for your business and team. Based in Jakarta, we focus on providing IT consultancy and software development service. Our main product lines are customer-oriented consulting, training, and mentoring. Founded in 2019 by Gojek Alumni and globally-respected coding mentor, Kulkul Tech has a solid remote-first team with a high emphasis on people and clear communication.",Information Technology
207,company_208,PT. Timedoor,4.5,Unknown,Jakarta,"FNA is a fast-growing, deep technology analytics company and a leader in Supervisory Technology (SupTech) and Regulatory Technology (RegTech). The FNA Platform allows financial institutions to map and monitor complex financial networks and to simulate operational and financial risks. FNA’s clients include the world’s largest central banks, financial market infrastructures, and leading financial institutions.",Information Technology
208,company_209,Cookpad,4.0,51 to 200 employees,Jakarta,"At Chronicle, we are passionate about preserving the past and honouring the stories of those who have shaped our communities. Our digital cemetery management software provides an innovative solution for cemeteries of all sizes to manage their records, streamline operations, and engage with communities in a meaningful way. Our Journey Chronicle has been providing transformative solutions to cemeteries since 2016, a journey sparked by personal loss and a determination to honour and remember our loved ones properly. Our CEO, Matthew Borowski, experienced first-hand the challenges of locating loved ones’ graves and the emotional weight such a task carries. His passion for mapping and surveying, along with an engineering degree from the University of Melbourne, served as the foundation for developing Chronicle’s user-friendly and powerful platform. Today, our team, comprised of dedicated professionals, carry this passion and expertise forward. We believe that location matters and that there is immense power in visual maps, effectively anchoring our shared history to the real world. Our Vision We strive to make our user-friendly digital cemetery software affordable for all cemeteries. Recognising that cemeteries are the historical backbone of communities, we have made it our mission to digitise cemetery records and maps. Our public online map allows anyone to click on a cemetery plot and delve into the unique stories of the deceased, fostering a deeper connection between the living and those who have come before them. Our Mission We provide an easy-to-use online platform for cemetery administrators, offering an efficient way to add, edit, search, and share cemetery records. Our goal is to make cemetery management simpler and faster, enabling cemeteries to better serve their communities, streamline sales processes, and deliver improved customer service. Our Team Our team at Chronicle takes immense pride in building a digital cemetery platform that is not only modern and secure but also fun and easy to use. We are a team of compassionate and skilled individuals dedicated to improving and adapting our platform according to the evolving needs of cemeteries and their communities. We are committed to connecting the past, present, and future, and we firmly believe that together, we can create a legacy that will last forever.",Information Technology
209,company_210,eMudhra,4.2,501 to 1000 employees,Jakarta,"Ravenry is building a first-of-its-kind research platform geared towards consulting and research projects. We are a young startup based in Singapore and Indonesia with clients globally. We believe that people are core to our business, and strive to build a happy and sustainable team.",Information Technology
210,company_211,The Software Practice,4.5,1 to 50 employees,Jakarta,"LMT is always looking for great talent! Since 1996, we’ve provided Managed Services to businesses of all shapes and sizes. The key to our success is our employees! They work hard to take care of our clients, and we empower them to do their very best. Through generous healthcare benefits, 401(k) matching, continued education, advancement opportunities, free parking, and the occasional office dog visit, we strive to make our employees feel valuable and appreciated. Every single member of LMT’s team of talented, dedicated, and disciplined IT professionals is firmly committed to the core value that client satisfaction is our most important business objective. Maintaining client satisfaction requires consistent, high-quality IT management and support. We deliver this by offering a supportive and challenging work environment for our staff, which translates into high-quality service delivery to our clients. We recognize that IT management is a critical element to the productivity and success of every business and staff. It is our commitment to be the best in our industry that catapults us forward and advances our services while technology continually evolves. LMT has been SSAE 18 Compliant SOC 2 Type II certified since 2015 and serves clients in the Northeast including Rochester, Buffalo, and New Hampshire.",Information Technology
211,company_212,Nexsoft,4.4,51 to 200 employees,Jakarta,"Decru provides network security appliances used to encrypt and secure data for universities, government agencies, and corporations. Its DataFort platform incorporates a Storage Encryption Processor hardware engine developed by the company. Decru's products can be used with both storage area networks (SANs) and network-attached storage (NAS) deployments. The company works with a number of data storage vendors, such as EMC, Hewlett-Packard, Hitachi Data Systems, IBM, McDATA, and Quantum. Decru's clients include Dartmouth College, the Tokyo Broadcasting System, and the City of Verona, Italy. The company was founded in 2001. NetApp acquired Decru for about $260 million in cash and stock in 2005.",Information Technology
212,company_213,ContentWriters,4.6,Unknown,Jakarta,"A boutique tech studio with its roots in software excellence, we value a strong relationship with clients who share the same vision. Working remotely from 4 offices (Singapore, Indonesia, Cambodia, Armenia), our dedicated client team of 60+ product and software engineering specialists co-create with leading brands and daring start-ups tech solutions for a better future. Our venture studio has co-founded 15 startups in the last 4 years. Our companies have raised US$11.5M, won awards and secured government licenses, operate in 8+ countries, employ hundreds of people and solve real industry issues across 10 sectors.",Information Technology
213,company_214,Digdaya Olah Teknologi,4.4,51 to 200 employees,Jakarta,"Founded in June 2022, IDEKU envisioned a world where F&B businesses of all sizes can easily grow and establish their brand presence. That's why we have developed an innovative system, a game-changing platform that empowers F&B business owners to achieve unprecedented levels of success. Our cutting-edge technology harnesses the power of data and user-centric design to create a seamless platform that simplifies the process of F&B business growth. With our system, F&B business owners gain access to a wide range of tools and resources that enable them to maximize their F&B business potential and stand out in today's competitive market.",Information Technology
214,company_215,Shell Infotech,4.0,201 to 500 employees,Jakarta,"MainSpring consultants are fun, innovative and diverse, but there’s also one common thread—we believe in the idea of a legacy. Learn how our story, values and approach create a culture and impact that’s undeniable.",Information Technology
215,company_216,YuJa,4.1,51 to 200 employees,Jakarta,"Tropos Networks wants to spread wireless LANs across the land. The company has developed routing devices that extend the coverage of networks utilizing 802.11 wireless networking technology (also known as Wi-Fi). Its products include indoor and outdoor networking equipment, as well as management software. The company markets to network operators, service providers, and government agencies. Tropos has worked with EarthLink and IBM to install city-wide networks in cities including Philadelphia; San Mateo, California; and Corpus Christi, Texas. Founded in 2000, Tropos has received backing from investors including Benchmark Capital, Boston Millennia Partners, Hewlett-Packard, and Intel Capital.",Information Technology
216,company_217,PT KLIK DIGITAL SINERGI,4.1,51 to 200 employees,Jakarta,"As part of Mozilla, Pocket is building a content platform where high-quality stories from around the web can thrive long after their original publish date. Our mission is to empower people to consume stories worthy of their time and attention—whether that’s through the articles we curate for readers around the globe, or the Pocket app, which lets people save content and come back to it when they’re ready. Founded in 2007, Pocket became part of the Mozilla family of products in 2017 and operates as an independent subsidiary. Millions of people have downloaded our app, millions more subscribe to our daily newsletter, and an even bigger audience sees the stories we curate in Firefox every day. In a nutshell, we’re passionate about championing high-quality content from all over the online world.",Information Technology
217,company_218,X-Team,4.6,501 to 1000 employees,Jakarta,"If the check really is in the mail, you might have Printech to thank for it. The company offers secure check printing and payment systems for the financial, insurance, manufacturing, and government markets, as well as output management systems for controlling the appearance of electronic documents. Printech develops software and sells printers and check readers from suppliers including Lexmark and Source Technologies. Other offerings include folder sealer machines, which turn documents into mail-ready items that don't require envelopes.",Information Technology
218,company_219,Kik,4.1,51 to 200 employees,Jakarta,"Headquartered in Austin, TX – Open Labs creates software and hardware products designed to inspire, educate and elevate aspiring and professional musicians across the world. Create. Inspire. Empower.",Information Technology
219,company_220,PT Midas Daya Teknologi,4.4,1 to 50 employees,Jakarta,"About Us PT. INDOBEST ARTHA KREASI ( Established in 2012 ) is a technology company that focus on providing an ONLINE payment service ( prepaid and bill postpaid payment ) from Indonesia, Malaysia, Singapore, Korea, and Taiwan. With primary focus in Indonesia we’re focusing to give the best experience to our end-user and our partner to pay their utilities easily.",Information Technology
220,company_221,Kingston Technology,4.3,1001 to 5000 employees,Jakarta,"Desktop development We develop tailor-made desktop applications for Mac OS X and Windows, client-server systems and individual applications, special solutions and products with a broad appeal—our specialists cover every customer angle. Web development Do you need top-quality web applications with connections to special list systems? No problem. Our creative solutions and modern technology will meet any challenge. Development for mobile devices Apps, apps, apps make the world go round—and we make them: for iPhones, iPads and Android devices, in every shape and color, in any size and for any purpose. So you and your products are everywhere all the time.",Information Technology
221,company_222,Sogolytics,4.1,51 to 200 employees,Jakarta,"9cv9 is an innovative and fast-growing startup based in Ho Chi Minh City, Vietnam and Singapore. Started off with an aim of empowering and enhancing the employability of our users, career development and inspiration with the concentration of internships and externships for students, fresh grads and junior job-seekers.",Information Technology
222,company_223,jambit,4.5,201 to 500 employees,Jakarta,"Information technology problems got you down? Smile, SM Consulting can help. The information technology consulting and services company provides staffing and managed network services, as well as project management, systems implementation, integration, maintenance, network design, security, and programming services. The company also provides Internet consulting and design services, including Web site design, legacy system integration, and Web-based distributed application development through its Application Services division. Customers have included Black & Decker, Amtrak, and Verizon, as well as the Department of Defense. SM Consulting was founded in 1996. SM Consulting is a subsidiary of SAIC.",Information Technology
223,company_224,Mitra Innovation,4.0,51 to 200 employees,Jakarta,"We believe in Technology Inclusivity. We believe that technology is for every business. From roadside stall business, to publicly listed business. Elevate businesses together with MGS.",Information Technology
224,company_225,Nexwave,4.3,501 to 1000 employees,Jakarta,"ISENTRIC was incorporated in 2003, as a Mobile Messaging Solution Provider. With expansion of new verticals, regional presence and partnership, ISENTRIC has become a trusted name, particularly in FinTech - Financial Industry. ISENTRIC has expanded its services in mobile application, and today has become one of Malaysia's leading Mobile Banking / Mobile Payment solution provider. It remains a trusted name as a Mobile Messaging Solution Provider. ISENTRIC is public listed on the Australia Securities Exchange ICU:ASX. ISENTRIC business objective is to help its clients identify opportunities for building value through the integration of wireless technology into their infrastructures, and to tackle the operational challenges of establishing and using Wireless Web services. Products as a Telco Service Provider: MOBILITY2U - An award winning mobile messaging solution that features both SMS &amp; eMail Marketing capabilities. - sign up directly from our product website (www.mobility2u.com) or email us at info@isentric.com. DETECT.SEND - A MOBILITY2U service. Geo-fencing capability through our Telco partnerships. Other (White Labelled) Solutions: Mobile Banking Solution Mobile Wallet Loyalty (Customer Retention) Microfinance Mobile Enterprise Mobile Video Portal http://www.isentric.com/index.php/customer-stories",Information Technology
225,company_226,Hatch,4.1,51 to 200 employees,Jakarta,"Business travel is too often a source of stress and strain on your team and the business, now more than ever. Great business travel shouldn’t be “that” difficult! We are on a mission to make business travel management more intuitive, more useful, more straightforward and more accessible. Great business travel should not be reserved for “big accounts”. With TruTrip you can trust your investment in travel, no matter their size, will work for you and your team.",Information Technology
226,company_227,Qwerty Concepts,4.0,1 to 50 employees,Jakarta,Digital Envision is a digital solution agency specialising in web & mobile applications development.,Information Technology
227,company_228,Baskit,4.7,1 to 50 employees,Jakarta,"At RKB we don't specialize in working with small business or enterprises or healthcare--or any other business segment label our industry has concocted. We specialize in working with IT professionals, specifically CIOs and Directors of IT. Beyond being a trusted partner and adviser, we actively participate and advocate for every single one of our clients and own the resolution as much as our clients will let us/want us. There are two key things that clients really like about working with RKB. First, at every step the client is dealing with someone that has done the job in the past either at a C level or Director level. Second, at every step of the way the client is in charge and is dealing with an officer of the company.",Information Technology
228,company_229,Dimagi,4.4,201 to 500 employees,Jakarta,Shortlyst is a Data Analytics company that aims to transform Human Capital from its current state of being instinct driven to become data driven by leveraging Big Data and Machine Learning technologies enhancing people strategy decisions.,Information Technology
229,company_230,J J J Microsystems,4.3,1 to 50 employees,Jakarta,"Online Shop Inc., is a software services provider serving a worldwide audience of users; from budding entrepreneurs to local businesses. The intuitive design combined with the world's most powerful e-commerce engine makes for a sophisticated combination providing true accessibility and fidelity to all customers.",Information Technology
230,company_231,WATI,4.4,51 to 200 employees,Jakarta,"The all-in-one solution remote workers need to easily set up a remote working experience, abroad. Midstay is a one-stop shop where anyone can pick local services, on-demand. Work, connect, and live fully abroad.",Information Technology
